Name,Email,Mobile
"
            KAMALA COMPUTERS,KARETTE            590152
",kamala_karette@yahoo.co.in,
"
            VENAD TECHNICAL COLLEGE            590156
",beegle.kjt@gmail.com,
"
            GURUKULAM VOCATIONAL TRAINING            690094
",,
"
            KERALA VOCATIONAL TRAINING CEN            590006
",kvtc@eth.net,
"
            NAIPUNYA VOCATIONAL TRAINING CENTRE            590014
",naipunnya@eth.net,9895033573
"
            TRAVANCORE INST.OF SCI.& TECHNOLOGY            590059
",,
"
            COLLEGE OF PARA MEDICAL SCIENCES            590130
",info@elitemissionhospital.com,
"
            MEDICO LAB INSTITUTE OF PARAMEDICAL            590132
",medicolab@indiatimes.com,
"
            HUMAN WELFARE COUNCIL            590143
",hwcindia@gmail.com,984612098
"
            PRABHU'S COLLEGE            590154
",presidentices2012@gmail.com,
"
            IIB EDUCATION PVT.LTD.            590155
",,
"
            NIRMALA INST. OF MANAGEMENT            590100
",sr_anni@yahoo.co,9388578590
"
            SHREYAS SOCIAL SERVICE CENTRE            590124
",shreyasbathery@gmail.com,
"
            DON BOSCO TECHNICAL INSTITUTE,            M59099
",590099nios@gmail.com,944604361
"
            AGASTHYASAMY I.T.I.            690012
",agasthyaa91@yahoo.co.in,984126747
"
            SARASWATHI KENDRA LEARNING CEN            690045
",skic@cprfoundation.org,984104581
"
            ANNAI THERESA INST. OF PARAMEDICAL            690056
",annaitheresa@vsnl.net,
"
            MARK ACADEMY            690078
",arkedn08@yahoo.com,
"
            UNIVERSAL SEVAK UNIVER.TRUST(USUT)            690082
",usutiipc@gmail.com,
"
            Spastic Society of Tamil Nadu            M69016
",,
"
            ST.SEBASTIAN VOCATIONAL TECHNICAL            M69061
",jamesofm@gmail.com,965506040
"
            NIRMALA COMMUNITY COLLEGE            M69062
",nirmalacollege@gmail.com,
"
            VIDYA VANAM(A UNIT OF BHUVANA            690075
",office@gmail.com,
"
            VIDYA VIKASINI OPPORTUNITY SCHOOL            690089
",vvosda1981@hotmail.com,
"
            SHOLAI SCHOOLCENTRE FOR LEARNING            690009
",cloaat@eth.net,
"
            GANDHIGRAM RURAL INSTITUTE            690049
",,
"
            MANGALAM HIGHER SECONDARY SCHOOL            690085
",director@mangalameducation.edu.in,
"
            R.M.EDUCATIONAL TRUST            690087
",admin@tatti.in,
"
            TIAANO COMMUNITY COLLEGE            690092
",,
"
            ADHIPARASAKTHI ANNAI ILLAM,            690093
",trust@mail.com,
"
            WEAVERS' SERVICE CENTRE,KANCHIPURAM            W69097
",wsckanchi@gmail.com,
"
            ST. MARY'S COMMUNITY COLLEGE            690030
",,
"
            ZION COMMUNITY COLLEGE&            690053
",,9345648649
"
            SOCIAL WELFARE ASSOCIATION (SWAN)            690070
",swanngo@rediffmail.com,
"
            INSTITUTE OF COOPERATIVE MANAGEMENT            690076
",,
"
            VADA MALAYAN INSTITUTE OF            690077
",,
"
            CENTRE FOR ALTERNATE RURAL            690079
",,
"
            NATIONAL COUNCIL OF VOCATIONAL            690088
",ncvrtskills@gmail.com,
"
            THASSIM BEEVI ABDUL KADER COLLEGE            M69063
",tbakwc@gmail.com,9443141934
"
            SRI SESHAAS EDUCATIONAL LEARNNG            690090
",seshaasschool@gmail.com,
"
            WEAVERS' SERVICE CENTRE, SALEM            W69098
",wscsalem@gmail.com,
"
            INDIAN INSTITUTE OF HANDIOOM            W69099
",iiht.tnslm@nic.in,
"
            Devaki Community College            690047
",,
"
            Sivagangai Community College            690065
",mtectrust@hotmail.com,
"
            UNIVERSAL INSTITUTE OF TECHNOLOGY            690080
",toadhinam@yahoo.com,9942247769
"
            BHARATH INDUSTRIAL SCHOOL            690081
",toadhinam@yahoo.com,
"
            SENTHIL INSTITUTE OF EDUCATION &            690091
",sendhuri17@gmail.com,
"
            PERIYAKULAM ST ANNE'S COMMUNITY            M69033
",,
"
            WINWAY INSTITUTE OF PARAMEDICAL            690073
",divan_sha@yahoo.co.in,9842107422
"
            SREE PERUMAL INDUSTRIAL TRAINING            690027
",sreeperumaliti@gmail.com,9444078255
"
            DR.NALLI KUPPUSWAMI VIVEKANANDA            690095
",drnkvv@gmail.com,
"
            VIVEKANAND VIDYA KALA ASHRAM            690096
",vvka@vesonline.org,9840802407
"
            Shanmuga Industrial Training C            690026
",,
"
            Valluvaa Inst.of Engineering N            690007
",,
"
            CLUNY COMMUNITY COLLEGE            690083
",clunycommunitycollege@gmail.com,
"
            TLM REGIONAL VOC. TRAINING CENTRE            690084
",tlmvtcvada@timindia.org,
"
            SWAMI VIVEKANANADA RURAL COMMUNITY            690086
",viveknandacc@gmail.com,
"
            COMPUTER TRAINING CENTRE            M69059
",pbcmdc@gmail.com,
"
            District Instt. of Edu.& Training            810002
",,
"
            COMPUTER TRAINING CENTRE            810004
",,
"
            PUDUCHERRY BACKWARD CLASSES AND            M69060
",pbcmdc@gmail.com,
"
            N.I. for the Mentally Handicap            450001
",,
"
            Sahaj Seva Sansthan            450056
",,
"
            SIDDHA NAGARJUNA AYURVEDA PEETHAM            870001
",,8008123590
"
            The P R R Junior College            870008
",gvrangarao-123@yahoo.co.in,
"
            INSTITUTE OF COOPERATIVE MANAGEMENT            870029
",,
"
            AUXILLIUM SEVA BHAWAN            M87010
",auxilliumbhavan@yahoo.co.in,
"
            MARIA NEKETAN HIGH SCHOOL            M87011
",marianik_cha@yahoo.co.in,
"
            SAI SHREE TECHNICAL EDUCATIONAL            870002
",mallikarjuna.ummada@gmail.com,
"
            Comprehensive Education Instt.            950051
",cpgupta@emiratas.net.ac,
"
            Eduscan            950052
",,
"
            Royal College of Applied Sci&            950053
",,
"
            HIMALI EDUCATIONAL RESEARCH INSTT.            960051
",himaliheri@hotmail.com,
"
            Guru Gobind Singh Pvt. ITI            T16005
",ggsitimansa@gmail.com,9417326586
"
            Achiever Pvt. ITI            T05005
",manojachievers1@gmail.com,9416118463
"
            Saraswati Pvt. ITI            T17006
",dr.blchoudhary01@gmail.com,
"
            Centurian Private ITI            T15010
",principal_citc@rediffmail.com,9437373158
"
            I.B.Industrial Training Centre            T15008
",satyendrapvt.iti@gmail.com,
"
            Govt. ITI Kalamassery            T09001
",itikly@gmail.com,
"
            Govt. ITI Kozhikode            T09002
",itikkdgeneral@gmail.com,
"
            SARVODAYA CO-ED SEC. SCHOOL, I.P. EXT. PATPAR GANJ,DELHI-110092            G27002
",,
"
            R.S.K.V. Shankar Nagar, Gandhi Nagar East, Delhi-110031            G27037
",,
"
            S. K. V. VIVEK VIHAR, C-BLOCK DELHI-110095
            G27034
",,
"
            R. S. K. V. WEST VINOD NAGAR DELHI-110092
            G27035
",,
"
            S.K.V.(Janki Devi) Pocket-II Mayur Vihar-I East, Delhi-110091            G27036
",,
"
            GOVT. SARVODAYA BAL VIDYALAYA, (KASERU WALAN) PAHARGANJ,
NEW DELHI-110055
            G27033
",,
"
            SARVODAYA KANYA VIDYALAYA, PANDARA PARK, PANDARA ROAD,NEW DELHI-110003            G27067
",,
"
            GOVT. SARVODAYA VIDYALAYA, LANCERS ROAD, NEAR DELHI VISHWAVIDYALAYA METRO STATION, DELHI-110054            G27011
",,
"
            Sarvodaya Kanya Vidalaya, Near Balak Ram Hospital, Timarpur, Delhi-110054            G27043
",,
"
            Sarvodaya Kanya Vidalaya Gulabi Bagh Delhi-110007            G27044
",,
"
            Govt.Co-ed M.S. Johripur, Delhi-110094            G27006
",,
"
            Sarvodaya Vidyalaya Badarpur Kahadar Delhi-110090            G27007
",,
"
            GOVT. CO-ED NEW SEELAMPUR GOVT CO-ED M. S. GURUDWARA ROAD, NEW SEELAMPUR-110053            G27008
",,
"
            Govt.Girls Sr.Sec.School, Vijay Park, Moujpur, North-East Delhi-110053            G27038
",,
"
            GOVT.Sarvodaya Kanya Vidyalaya,C-2, Yamuna Vihar, North East Delhi-110053            G27039
",,
"
            MBPBM S.K.V, GT ROAD, SHAHADARA, DELHI, NORTH EAST, DELHI -32
            G27040
",,
"
            S.K.V.DDA flat No.1 Mansarovar Park North East, Delhi-110032            G27041
",,
"
            St. Eknath G.S.K.V.J & K Block, Dilshad, Gardern , North East Delhi-110095            G27042
",,
"
            Sarvodaya Bal Vidyalaya, Railway Colony Tughlakabad South , New Delhi            G27031
",,
"
            GOVT. BOYS SENIOR SECONDARY SCHOOL, VILLAGE- BADLI, NIWA DELHI-110092            G27013
",,
"
            GOVT. BOYS SR. SEC. SCHOOL, MOTI BAGH-1, NEW DELHI-1 SOUTH WEST , DELHI-110021            G27024
",,
"
            Govt.Boys Senior Secondary School, 'SU' Block, Pitampur Delhi-110034            G27014
",,
"
            NIOS GOVT. SARVODAYA BAL VIDYALAYA, K-BLOCK MANGOLPUR, NORTH WEST DELHI-110083            G27016
",,
"
            GOVT. BOYS SENIOR SEC. SCHOOL, D-BLOCK, NEAR GURUDWARA, PRASHANT VIHAR, DELHI-85            G27017
",,
"
            Sarvodaya Vidyalaya New Police Line Kingsway Camp, North West, Delhi-110009            G27045
",,
"
            SARVODAYA KANYA VIDYALAYA, NO. 2, A BLOCK, JAHANGIR PURI 
NORTH WEST A, DELHI- 33 
            G27046
",,
"
            SARVODAYA KANYA VIDYALAYA Badli Village, NW-A, Delhi-110042            G27047
",,
"
            SARVODAYA VIDYALAYA No.3 Sector-7 , R.K.Puram, South West Delhi New Delhi -110022            G27059
",,
"
            Govt.Co-ed Senior Sec. School, Sultanpur Majra, North West Delhi-110086            G27015
",,
"
            Govt Sarvodaya Kanya Vidalaya, H Block , Phase -1 Ashok Vihar, North West B Delhi-110052            G27048
",,
"
            SARVODAYA KANYA VIDYALAYA, POOTH KALAN- 1412027, ZONE-XII,NORTH WEST-B , DELHI-110086            G27049
",,
"
            Govt.Girls Sr.School, Bc-Block Sultan Puri, North West, Delhi-110086            G27050
",,
"
            SARVODAYA KANYA VIDYALAYA,D-BLOCK ROHINI SECTOR-14, PRASHANT VIHAR, NORTH WEST DELHI-110085            G27051
",,
"
            Govt. Sarvodaya Vidyalaya Dakshin Puri Extension, Sector-v, Dr. Ambedkar Nagar, Delhi-110062            G27028
",,
"
            Acharya Tulsi Sarvodaya Bal Vidyalaya, Chhattarpur Mandir, Chhattarpur, South GNCT of Delhi-110074            G27029
",,
"
            Govt. Priyadarshini Sarvodaya Kanya Vidyalaya, Fatehpur Beri, South, Delhi-110074            G27064
",,
"
            GOVT. GIRLS SR. SEC. SCHOOL, MB RD. PUSHP VIHAR SECT-I
SOUTH, NEW DELHI- 110017
            G27063
",,
"
            Govt.Sarrvodaya Bal Vidyalaya, Rajgarh Colony, Delhi-110031            G27001
",,
"
            G. B. PANT. SARVODAYA BAL VIDYALAYA, NEAR CAMBRIDGO SCHOOL , SRNIWAS PUR, NEW DELHI-65            G27030
",,
"
            Govt.Boys Sr.Sec.School Badarpur Near DDA Flats & Post Office, South (East) Delhi-110044            G27032
",,
"
            GOVT. GIRLS SR. SEC. SCHOOL, NO-1 EAST OF KAILASH, SOUTH EAST, DELHI (GNCT DELHI) 110065            G27065
",,
"
            GOVT. GIRLS SR. SEC. SCHOOL,MADANPUR KHADAR, SOUTH EAST, 
NEW DELHI-110076
            G27066
",,
"
            GOVT. CO-ED SR. SEC. SCHOOL, SECOT-2, DWARKA, (NEAR POWER HOUSE) SOUTH WEST-B, NEW DELHI-110075            G27026
",,
"
            GOVT. BOYS SR. SEC. SCHOOL, JHARODA KALAN, NAJABGARH, SOUTH WEST, DELHI-110072
            G27027
",,
"
            GOVT. CO-ED SR. SEC. SCHOOL, DWARKA SECTOR-6, SITE-1, NEW SOUTH WEST B, DELHI 110075            G27061
",,
"
            GOVT. CO-ED SR. SEC. SCHOOL, MITRAON, SOUTH WEST-B NAJAFGARH, NEW DELHI-110043            G27062
",,
"
            SARVODAYA BAL VIDYALAYA SUBHASH NAGAR MOD, NEAR SUBHASH NAGAR METRO STATION NEW DELHI-110027            G27019
",,
"
            GOVT. BOYS SR. SEC. SCHOOL,NEAR UDYOG NAGAR METRO STATION, CAMP NO.-4 JWALAPURI NEW DELHI-87            G27022
",,
"
            GOVT. SARVODAYA BAL VIDYALAYA, A-BLOCK VIKASPURI BEHIND POLICE STATION , WEST B DELHI-110018            G27023
",,
"
            SARVODAYA VIDYALAYA, EAST PUNJABI BAGH,WEST “A” DELHI-110026            G27053
",,
"
            GOVT. SARVODAYA KANYA VIDYALAYA, AMALWAS, JWALAPURI, CAMP NO. 04 , WEST- B, NEW DELHI -110087            G27055
",,
"
            Govt.Sarvodaya (Co-ed) Vidyalaya, A-2, Paschim Vihar, New Delhi-110063            G27056
",,
"
            Govt.Girls Sr.Sec.School, No-2 A-Block Janak Puri New West-B, Delhi-110058            G27057
",,
"
            GOVT. CO-ED SECONDARY SCHOOL, RAJAPUR KHURD, NEAR LAL FARM, MOHAN GARDEN, UTTAM NAGAR             G27058
",,
"
            Saraswati Vidya Mandir            260198
",sinidihsvm@gmail.com,
"
            J.S. International Public School            050559
",jsinternational.school2016@gmail.com,120404888
"
            MOTHER CHHANKAUR CONVENT SCHOOL            160061
",bccn.nursing@gmail.com,9417051917
"
            New Oxford School            020073
",newoxfordbilpar@gmail.com,9435072192
"
            GDR CONVENT SCHOOL            160139
",gdaconvent@yahoo.com,6280238287
"
            Vidya Bharti Sr. Secondary School            170396
",vpssikar@gmail.com,157227401
"
            Bhairav Public Sr. Sec. School            170398
",bhairavpublicschool@gmail.com,9414778930
"
            Maa Gayatri Sansthan Sr.Sec. School            170394
",lekhramodara2016@gmail.com,
"
            Kids Garden Secondary School            260199
",nkkarn2011@gmail.com,
"
            Minerva Industrial Training Instu.            T01004
",minervaceledstudycorner@gmail.com,
"
            Jain Heritage A Cambridge School            470211
",academicauditor@ggischools.in,9885173135
"
            Buddha International Pvt. ITI            T03001
",mukesh.kumar@pewf.org,
"
            Central Jail Bhopal            J10004
",newjailbhopal@gmail.com,
"
            Karhana Sr.Sec. School            050557
",karhanaeducationsociety@gmail.com,9582129033
"
            C.L.R. Public School            170399
",clrpublicschool@gmail.com,
"
            Aakash Pvt. ITI            T05007
",aakashprivateiti@gmail.com,
"
            Bhagat Singh Public School            050537
",,
"
            Shaheed Udham Singh Sr. Sec. School            050539
",sus@gmail.com,9416295747
"
            Sh. Galteshwar Mahadev Hr.Sec.Sch            390100
",galteshwarmahadevhighschool@gmail.com,9909233533
"
            Shri Deshmesh Public Sr.Sec.School            160141
",sds.nahran1@gmail.com,
"
            Sanjay Public Inter College            210747
",ms.spsmeerut@gmail.com,8859909062
"
            Swami Shree Niwas Acharya Shikshan            170395
",shreeniwasacharya@gmail.com,1234567890
"
            Chandra Chellappan Internation Sch.            420099
",chandrachellappan@gmail.com,
"
            Chandra Chellappan Internation Sch.            190130
",chandrachellappan@gmail.com,
"
            Akshara Vidyalaya            010208
",kumuda.muppala@gmail.com,
"
            Har Govind Secondary Public School            270505
",hgpsdelhi81@gmail.com,
"
            Yuvashakti Model School            270504
",,
"
            Birsa Munda Central Jail            J26002
",jailsuperintendent.ranchi@gmail.com,
"
            Harkishan Memorial Public School            050562
",harkishanschool04123@gmail.com,1234567890
"
            St. Michael Public School            030416
",publicschoolstmichael@gmail.com,
"
            K.V.N. Public School            210745
",kvnpublicschoolkvnps@gmail.com,9451893504
"
            B R International Public School            050553
",bripsi@yahoo.com,9812840003
"
            Patel Pre-University College            080071
",,
"
            St. Ann's English School            080070
",stannspublic2004@gmail.com,
"
            Ambition Public Sr.Sec. School            340311
",ambitionschooljhb@gmail.com,
